GivenName	Surname	Birthday	encoded_vector	uid
616z6N6	76w6dKK9Kq	KpKeKMKRK	1101111000001001001111110100110010001110000100010100000000001111010010110000111111101111110100101001010010101000001110001000100011110010110111111010011100010001110111100101101111000011101010000111011100000110000011111011101010010010001010111100001100100110101100001011100011000100100110000110101101110011111000010001001111111001111001011011101011001110010000010000000100010101101011011011010101111010111110111111010110010100000010011110111011011010000101111110110100111000001110111000100110001000001000111111100111011001001101011111000101100101010011011000110100110110111010101000010101101111011111011101010111101001111010000011010010110111100000000111001101100011111111000110111101110010001000101110111111101110110111110010011101110011100000001110010011110000101001111101100001011000001110010010100010001000010011011111100001010111010111000010011100010011010101010010101001100110101110111110111101000000100101101011111011000101100100011010111110001111010010011111010100010100111010110101000100000011101111000111111111100000	4778
GKVK	SKQKlKxK	gKcKFKkK	0101011001111111011001111110100111101101110001110001001001001011111101000110001100101010100001100010100001011110000000010001011111101100011101111010001010001111000110110101011111001101000001111011101111000001010011010100111000110010010000010101110111000001001100101101101010110101110100101111110110110101101000000010110100000100111111100001001010111110100010101010100011010110010111110001001100101011111100100011001011001110001100000000101111110101110011011110011111111110000010011110001000000110001100110011001111011011110110011100001010101011110000101010110110001110111010111101000110111101100101100010011000010110011001010100101111100000101111011011011000100000000011010100110100010111110011111111110001101001100101000011110100110000101010101011010000110000010110011001010011000000001011110111111101110010111001110110011011110100101000010010111111011001101100110011000111110110110010100111101000010100000111011000011001111011010110000110101111110011110001001111110111110100100100111000010111001001011001100010010010111111	74768
aKvKy	KbKCK5	KYKnKiKX	1101111111110111111100100100111010001111110111010100101011011101000011101101010010101100000010001100000111101100011110100011100011000011000010000111010001000010010110101101101010111110010000110010001100111100100010101010010010000100000001001110101111111001110100010010101101000101101000110100110101010001001011100110101101011000010000000111101000010110111001101000101101011000000000001001101011001001110100011110000001101001000100010011010010000010011000110100100111111111111011010011001001001101110001010110111110010111011011011000111110110011100010010011101001011101011101000010010010010111110000001011110111100110011001111111100010100100110111101110101001101010001000110100010001101110011100101100001100110000101000011100001100011101001110100000111101010011101011011100100101000100001110101101100100110101101110010111001001101001011000111110110111100011000110010101001111000001010010111101111111010101101100001101100001011100010000110000000100100111010001100100011101010010101011010100101000011010100100011000010101101010	32844
KjKDK	tKOK	PK3K0KBKU	0101000001001000101100111111000011110001110111101100001111100000000000101010001100100011010000011111100000000010110010110111101011000100100000101011110000011110000001011001010110010110011100000000111001011100011010100010100111011101001000101111010010001111110101010100111000100010001100100001110101000101111011001111011101100010010001111010110001010110101010111110110010101110000110101100111101000111000101100111101110010110000010100110110111011011011011111110011001100100001000001011011000011101101100001011110111000100110011101011111010010100000110100011101101110001000001010001000001101000100100101001010110011110101110010101110100111110110010100001101101110001001011011011010111010101110011011010110010100101011101101110100001001000111100000101111010100011110010111101011000011001001010101111011011011111011000001011001001110001100110110010101110101110111100000111001100011011001101101000101100010001001111111110000110110110101111000100110011111101011100111000111000001010010101101110010001110011000110111000101110010001	48944
KuKZK	LK4	KWKoK2K1K	1001000111110000110011101110111011000001010100111100101101011111011001100000101000011010011100111011010001011010011100001011010111111111001100001000000110001011101110001100101100000101000101100111000101100011000110001011010000000010111000010001010001100111011010010000001000100110010101011011000110100000001010100100010001110100000011101000001001010011011001001110000110001011111001010011000010110100111100111100101011000001111011101000001000000110110101001011111110000011111010010101001001010011001111111010101100101110010101000011010100111110010101010010101011011011001100101101011101111100000011000111101010111010010110010001010110000110110011011000001100111011111010111111111001010000010011110111001000100111001010000001010010100011000010100001010001001101111011100001001110111100101110101111100101011001110010001011011101111000111111000110011111001110100010001111111001100001011001111100000000000000110100100011110111101011100110011011101110101001001100011010000100010110101001011101001011011010010011110000110010000101	36624
zKNK7	KwKd99q	9p9e9M9R	1110010100111011000110010000001001110101001111001000000111100010101100001001001100101110011010101101101011010100111101101100010010100111011001100100010011111110100000010101100110101111010010001110011000011110010010111100101001110111100000011101011100100000110010011110110011100000000000101000000011101010110001110000011100101010000010011110100111011001101000101100100000101111001000101101100111101101111001101011011100000010101111101110010100001111010010101100101001101001100001000010001001110010010010011000010000010100111011011001110000010010101010001000011101010101010001100010011001111110011011110010011110100100110111000001100010101010110100010011100100101001110000110100011100110000100100011100001111100001010111000010100010111101100010001100011100001011001101011101000100001011111011001101100010100101100110000111010110011110111111000100100010011110001100110011100110100001101001100011111111100101001001100000000101101000011010011111111000101000110000011011110100100111000110001011101100011010000111001110100100111011	37420
9G9V9	S9Q9l	9x9g9c9F9	0011110001101011001010011000100100101111001111101101010011011011010001001010101010100000100011101101111011010110100011110011110010011110101110101110000111010000101011101101011110010000100101101000110111011011001100000000100100100101110011110100001000011111011001100001100000001101101101001101000111000101000000110000010110000001100100110110010010110001110100000001111101100110110010110111100000110100011010000100010111010100000001000011001100101110100001000100011010011000000011001011001001001111010100001100101100110110000111011000010101101000111111010000000110111111100000000101010010010001000011000100110100111101101101010011111100000011110000111110001100011111001001001011011001001000000000010111100110110101010010001111000010101110110100101110100110010111000001010111101101001110111110111101110110011110111111111010111001010100001111001011000101100100000000001000100011100000011001101111001010110011000101000010110010100101110100001110111001110111011111101000011011110001000110101111011100000000111010111000011000000010	69086
k9a9v	9y9b9C9	59Y9n9i9X9	0000000011001111011100011101001001100011010100010010001010100111110000110111001000000000110000001110011010111100000011010111011101000010111000101100100011011100001011010010111000111010101110010010110111110111100100000110101110101000000111011001110010001010001101100010001101111010001100101001100010100110101100000010011001000100011100011111000000100000011100010011011100011000001010110001111000111010100011100001111100011111001000001000010011111110100110100011101101110110000010011010100010001110010101001001110010010101010001110111110001001110000000001010010110111011011101011011011011010001000111110100001101111011100001010110000110000011100011110100100010110000101001111101111010011010101010001100100110001101111110111111000100011010111100010001100111111000110000001001000010000001001101101111011100000001100010001110010010110000111001011101010011111111100100011101111111101011001111001001010010110000110101110001001110101100010101010101111110101011011100111000101001101101101100110101000010100110111101000011001010110010	92011
j9D9t9O	9P93909B	9U9u9Z9L9	1000100011111001111101101100100011011100011110110111001000010111100101100111011000100010101101010111000101011110001001101110001001100011000001100011000111001111111101001111101111100100011010001101010000011110001111100100001101000011010001011111101100000111100001011111000100110101100001101001001010101101110110010101011100111111010100010101100000101101011010001100011011100000100111000001010001100000011100110010111110010001011100001100001010100100001101100101111011011011010001100011110100110111100001011100111111111011111100000111101101100100001010000011101000101010011000100101111100101100101001100000001101000111001010000000011100000111100111101111010111111110001001001110101000011110011010100100010011100111000100000010000001000010011111001010011100010001100000010110100111111000000011110011110000100000000101001111110101110111100000010101011101000100101011110100101010011101100110000010001110011110100000010000101011010010100111000110001111001011100100010000010100001110001001010000000100010011101010101011000110110001	39818
49W9o	92919z	9N979w9dqq	0010101110101111001110010110101010000011100010000111001010001110011110110000100001101101011110001111100011100010000101101010100110000010101110001001101101110110011011101010101110111011000100000111011010010000000100011101000011011010111110000001100000000111000110001110010010001000110101110001100001001101011001010110011110011110000010010001000100100111111101100000011101001111001111011000001110111000101110010011100101010101010011111101111001000100011001010101000001100111011011011011011010111011001000111101011101111011010111110001010000110101001110010000111001100101101010001110100110111000101111000101110110110110101100000000010100000110110110101110100000100110110101101110100110111100000111010100111011000110101000001100001101001101110110110000111101111100011110110000110010001100011000011101110100110010000110010110101101110010110100100110100111010100101000000111110010000001001001011100111111001000101100001001100110111010001001001011010001110001000111111100101100111100010011100010110001101111111010110101001010101101	27142
pqeqMqRqG	qVqSqQ	qlqxqgqcq	1110011111010101011000001100111111101011010000000010001001010111010011110110011000100001110111000110000111111110000000010111110110111011001010110011111010011110100011100111110000101101101000101101111100011101011010001111100010010001001011101110011101001110001111100011001101011000000101011100111011100111011011100101010011011100110010010000001001001000110011010101110010011101000000100100011101000001101101011010011000101001011101010011110111001100110010010110010110101011100111111101000110100000011100101001001010010101001101010011111101011100110111000100111001100111101100101011001011101000000100010101110111000000010011010011001100000001001000001001111001101011011011100000110110001111011110111000010111101010010110000101001100010010001011010001001111110010110001001001100000101110111110010010001000111011101111001010100011111110101111101011001000111101110011111101111100010100001011101101101111110101010110001100101101111101110111000001100110101110111011001101100111101111100100010110010111111110110110011100010010010010	71647
Fqkq	aqvqyq	bqCq5qYqn	1101101000011101110000111010010110100110111101101010100011111101110110010100010110110111001110111011001110110000111010010010011100101001001001100111011110011100011110000110111000010011100100111111010001001100111100000111010100001110101101000110001111010011110100111101110011001111101111101101110001110001000111011000000001000100100001001000000011101111110001000001100001001001000101101100100101001010010001001011111001100100011110111011000111100100000101100111110000000010110110011010001101110110000100010110010010100111111001010000111000001000110110100001110011001110111110100111111111111100100110110001110000001001100100100100110000101101001111111110000001110110000011010011101010010001010111111011010011000101011010000111000111110001011110000100001100111101100100111010110110101000101001011001000111000011011011001010101111011010001100101010001100001000000110110010100101011100000011001010100011010011001100111101100100100100111000111011000000110101001011101100000100111111001110000111110101001010111110100000001011100011	20037
qiqXq	jqDqtq	OqPq3q0qBq	0110110001001001011110010000100011110010110100011110001010100101100111011111110101011000010000011000000110110100010101111100100110100011101001100110110110100011100101010101110110101000100011000011110000101011000010110111110010011011000000100011100010010010101011001011010111110010001100001000011100110100110010011001011011000111001000110111001101111110101110110110100111001010110110101110110000101101011011001011011001011011000110000111101111101111010010011000011100011111010001000110110110000001000110100000100010001111010110000111011100011011000011111001000000011010001101110110110011000110100001011111001101000001000011000011000101110100011011000110111111000001101011000001111111010101111011000001000111001010000010011001100011000011000010001110111101100010110011011100001111011000001001000100011001001001110101000101000111110110111110011100000110011100010001000110111010001001110000000001100100001111111110111001111010000101110001101000011001011100001001011010010101000111100011101100101110111111010111000111010110111100	60973
Uqu	qZqLq4q	Wqoq2q1qzq	0011011011100011000101101010011110010001110111001011000111001110000001011110000011110011100010110011110111011010101111101000111101111000010001110100000011001110011001000001001110110111000111010011100011001101110111001110100100110000111001011010000111011101000000011000001101001001111000100101001111010011000101000101101000111101001010010110010111111000001001111000011100000000001110101011101010111011010111101100000100101110010110011110000001001001000111111000001111000110110001010001110011011111001111011001010010110010101010001101010000100100100110000111111011000110110110110001111000011001100000000100110010101111100100100001000000010010001100101101100011010000111011111000110010101101100101101010000100001000001001111010100001011000011000110000111101110010010010000010001011101001110101001101011001011010110110100011010100000100101111111100010011010100010110011000110100011001000100000110000001100010101011011101001100111011111010101010000111111101111011011101111110010011100110100101011011111100011001011001101101011011	23125
Nq7qwq	dppepMp	RpGpVpSp	1111100100001100100001111110100010100101101001011100100101100001000110101110000011111101011000111110101110001111000110001110110011001101110111110000100101010001100011011100101010101110011100101100111111010110110100010100010000001000000010101110001100010111110001000101000111111011011001010100011110001010111110111000100110100010001100100100110010011010110001011111011001101101101100100011101001100111001010001110010111100010101110101110001110001010110111111000111101001000110100010010100100010000101010011101001010000101000011001011011101000101101001010111111010111010101101100010000110111000111101011100100000000111010100111011001010110100011100101101101100010111111011010111110010101110110010100010000100001110011111000110100110010110101110100110000011011000001110110010100111011011001101010001110111011011110010001000111111010100000000001110010010101110110011110101110000110101001001001000111000111010000000010111001000010010011000011000110010001000110110100010110111111111011110010101101101111101010011001011101110110110	32541
Qplpxp	gpcpFp	kpapvpyp	1000000111111010011001000011101000001101000011110000101110001110110101010001110100000111100001001101111010110001001110111011000111000110101011011101011011000010110000010110000110100101011101010100001110000101111100101010010000111011000110011111101100000011111000101010100111000011110011110001000101010100100101111011000101110001110010111001100001100010000001010110011011000011001010000000010111110000001001110101100011111001010000010001000101001111110001111010111100100100010011101111011011011010011110100011101000010100100001111001001001001001111010001011110100110110100111011001000100011001101101110001010111110011000010110110111010001110111100110001011010100111100001010000000000111000100101011000100011001000010011011101011100001001000100010100010000000100011010011001001101111000110011010111010100001011000011101001001010111111100001110100011000100111110111110111010010110010100000001010011001010000010010011110111000101100111011101110101101001111110111010010011101011101010110001011111100110101110100001111101000010101	83125
bpCp5	pYpnpi	pXpjpDptp	0010000101110101001100101010001111101000101010111100001101111111110111100000001101110111000101111101001101100110110010100110000110101011010000011010111111011011000010101110010000110110101011010001000100000101111110000111001000000111000011111011100000000110110000101100001000001001100011111101001100101000101001001010000111001111100101010010100100001010001000101010010000101111010111100100100010101011000111100010010001010011000000101000011100111101001000110000111011110101111011010001101000110100000100000001111100110101101001100100001001000010010101010110111100111010011010011001101101001010001111111001001101111011011011101111001011001000011101110000001001001111110100010111101111010110110100111001010000011110100001110100110001011000011011001000100011001110000010000000000110011000111000100000010010010010011101010010101100101001110000100011010011110011110011110000110010100110011011000000000100000100011110111111010110000100010101010000001100001000101001000110101001011000010110101100001000000011100010101001000110100000	15595
OpPp3	p0pBpUpupZpL	p4pWpop2p1	1100101111101101101111111001110111000101111000000001110011001101111110111010001010111100010001010111011000101010100010000101110011011111011010110111110110110001100111101000011100100011110110111111001010011001011101110011101110011011101001111100000011110101111010011111101010001010010001000111100101110001010110101100010010101011111000101011010000110100100000110000111011101101101110011001111101100100101011100011011101000111000100011101000101010001100011101101111100000111010111000101101111101000010000110111111100001111010011011101100000110011000001101111101101010101111100011100010001101010011010010010111100111101010001111000101101101000101101100011011000111110010000001011001111000111101010011110000110111011001110001100101011000100111011011010001110110001011000010001100011000011000010111110101111100100100011011110010100110100001111000111001100110001010111010101010111010100001101110100111110010011110011100111010010100111101100011001100110010000000100010111110010010111010100100011000001001001100001000101010001010110	69733
pzpNp	7pwpdee	MeReGeVeS	0110110011110101101011000111011111011001011001000010101011011001110111101111110101010111001010100001010010101010101001010011011110100000111110110101001000110001111111001000011010111001011110010101011001101010110110011010000001111011011000010110010100011001101100100111011011010110010111100111011010100000111111101011011111011110011010110011110001101000100000010110000000111110011100111010111001111011100110010000001011001010110110011001111010100100100110000111010010111100111001110010010011010011101010000001000110010101110000111001000000001111010000110111000100011111101111001000111000010111101110000000001010111011010001001010101110100101011000101000011110101100000001100001011011000111110101110100111011010010011000111010000110111001101111110111000111111110110111001011111111000000101000000111011011101010011111100000101110100010010010100100000011101111111001101000101001000110000101001000000101010011100010011000001101101111101100000011101001101100010100001101011011110101001110000110011101101101011011001110111011110111	38831
eQelex	ege	ceFekeaev	0011111100100000001111101001001110110011100010011110100010010110010010000010001001110100010110110000111000111010010000101011011011001100010011010001101011101100001001111100011110111011100110101000001100010100001101000110000110110011010100110011110001111010101010001111111100100100001100011111000001100110101011001100100000011100010100101011001110101110111110000111011010010000100000101001000000110011111101011001011110100100100001011010110110011001011100011101100010000000100111100001111001110001100000000111101111010000011001000010011110111010101100110100100110100101000000001001000001001110100100010000101101110111000111110110000001101100001010001100101001011001000101010100111011010111101011111110001001001110000111001010010000110001111101010000010010001000010100100001001100000101101101100100011111110010101011001001011101100011001000111101111110101101011001100001111010110110001101101101110110010000011101001000010010100001110010101101101011111010101110111001010101100111011110110010110111101111010000100000000101000111	75041
eye	beCe5eYe	neieXeje	0111111110110000110000101011011100101111001010110011111100110011011011000011010000000001010101011000000110100011011001000000001001100010100011010001101111011000101001101000111010100010111101101101110110000111010001010011111101000101110011010101000010101011101000010000100000011101111101110001110110101111000101001011110110111000111100110100110010100111100101010111010000100011001000110101101000001010000000111100000001000110001001100000010111010100011000101010000110001111111001100101000101000110100101111110001100011010000010010101101101111110110100001000101010111101110000101101101100100011000101100110011100100101001110010101011011100100101111111110001011100010101001000101011111011100101110001011100100110100011111100010100110111110100111011111111011011011100100110001010111000000110001000011011011101000110101001010101100011000010100000111000000000100101011110100000000000001100111000010110011001110000000010101101101010010011111011111010111010111001111011000010101010010111010000011101110100111100001010001010100100101	72055
DeteO	ePe3e0e	BeUeueZeL	0110100101111110100100110011011001100100111010010100110011100010011011101011010111010110110100110011010100001101010000000011000000000010110000110000101110000111000000001100100111011110111110110011000001001110101111110101111110011011010010000101110101011000000110011010000110010010011001110001110111100100011010100110000111001000100000000110111110101110011111100011111010110100000100000001000010111010101100110001001110000001110011010101001001110100110000000101101101101100101110011100010001001101101110100110011010000001100101100010111000110100001001001110001101111001011011001001010111011010000010100011001000011101011010000011000010111000001111110010111100101110101011010101011010101111101101110001010100111010101110100000111011001100000000100100111111010010111110011111010011110110100011010110100110110110110011111010101011101110011000000000101011101001010000101001000100101101110101000000010111111010100010001011110011101100111101000000010110100100010010101111111011011000111100000110011000111001110100110101000110111100	29656
e4eWeo	e2e1e	zeNe7ewed	1000000100010110101101110110011001011110001000001001010100110000001001001010100111100011111010110001010011010100101010100101010110010101101101100011100101111111101011001110111010011000000111100110111011011001101011001101011000101100000010011110111101000110010100010111011111011110111001110011001000010010001000010000010010010011110010001101111101110101100010011101010010111000110101001110110001000100011000111011110001100100101110010001001001111111100100001011000111100001111101111100101110000110011011100010111000010111110100101101000101100101110110010001100001010101101000001101110001101111011111101000101001011010000100000110000010110001100000110100111001111000011000100111111001110011101110110101101010001010010011111001100110001011100001101101100110110010101010001001101110001010000110110101010111101100011100101111101011000101001101001011111010100000100000011010101011110001001110110000001001011101010001110001110100111001011010000111110000101101101000010000010100000111101011111011101100001110010111001010111111100110	90969
MMRMGM	VMSMQMl	MxMgMcMFM	0000011111000010010111001001000111101101010110010111000000101111100111111011111001110100101001110111011000010111000110100010100011100101000111011010101110101001101010100000011001111111001011000100010000101001010001100111011001101011110001100101110010010011111111010110001111101101001101101101100100111001000110010101100000100101100011011101000110001001010000011001110110000010010001110011111101011111110111010101001101110010111000100110111111100011101101100100011011000110011001010011111110001110110000111011010010001000111010100110111110111001000111001010111101011110010111011101111001001110111111110100100000001000110000101111101110010001000111110110001111110000000100100010011000111100101110001010000000000101000010001011101111110000111010000000111010011000010110110000011111111111111110111100111111000011101010001101111111010110001011010100001101100101111100100011010010010010110111011000111110111001101000100110111001000011101100100000111010100101001100100110011101110011111011010011101000000001000001111000110001110011	97985
kMaMv	MyMbMC	M5MYMnMiMX	1001110111001011001010111101000101000011011010000000110110000101110101001011110001111110111110011110000010001000011110010110101011110011010001010001000110010001101100110011111100001100100111011110111011001111000010110110001100011011100001111110011011110111101100101011100010011111011011100000101010000000011001101110010100111100000001011100011110011101010101001110010000011110100001010100111010000111001110101110111000011011011111110111000100001101110100110000110100111100000100110011000110000110100110010010011100100011101011101011000100101011111110100011001001001101110011100111010101100110011010101000000110110110101010000101000011100101000000001001011000001011010101011011010111000011010001110001001111011000111010101001110011100110110110101011001100001011110101011001111001011001110100100110001011111110011100001101000100100011010010010110101001001011011001010110101001011111110010101010110010011001111010011100010100001101100100100111011100101001111000011000100111011110101111100100011011011001101001000101101011010000	49205
MjMDM	tMOM	PM3M0MBM	1110111100001000111111101110110110000110111110010101101001101001001101111010111011011011010011111101011001001111001101010001011010011010110010100111010010110011110110011010100110011110101010110010011101100010101100100101111111010111110001001101011111010011110100001000101011101110110111010011011110100000100111011100001000111000011000101001000011111011010010011000100101111010001100101001001010011011110100000001100010001001100001111111101100010111001110010101011100010101110001000010110011100010010010010001001100110101101000011101000111010001110011010000101111010110000101110011111000111011111111010100011111001011111111110111000100011101011100110010001111111110100110111010100110101111101010110110111100111000110000010010110101101001011110010100111111100000000111010100110100001100111100010100010110110101010001111100100011111011011100111111101010001111001000110101000101101101111001000110101001001100001000010101011101011101001110010011000001011000111001001010110111100010110001101000111111010011010101110010001001000101	54494
UMuMZ	MLM4MWM	oM2M1MzMN	1010111101111110100111100110011111000010100110111101111100101010100001101100111100010000010001010101110100011101111011001111111101001001010110111101101101101111011000100101101001001011110110011110101100010001011011001101011111110110011011111011101111100111100110011101001010110101011111100101100010100010101110001011001000101101001000010110110100110110010100110110100111110100011110001111010111000010000010010000101110000011010011101001010011000001001110110111110000111000011001100001111101111010001110001110111100111111001001000111110001101111011000100010011000101101100100110000110100110111101100001110100110111100101100011000110000111010010011110001000001111001100000111000111111101011010000100110101001010000101000011101101000010111001001100100000000110011001011001101000111010101110110011000111011000100010010001000011100101101111110110110011111101000111111011011001001000111011000010111110100001111110110101001110000100100101000011000111001110010101110010101110000100010011111010111010110011011101000010101100101100111	87033
M7Mw	MdRRGRV	RSRQRlRx	0001111101101100000011111000100100110101011011001100101110011100111010110100101111010111101001011111001111011010011011100100011010011110111110010110111001111100011110001101101000100000100010010000100011100000011001001110100111011001111010000100001000100111100010001100001000001010101101011001010011001101111110011010111101001011011110000100000100100111111100110111111000101011011010001000010001000100101101110011111000010000110011010100011110000000110100011011100110010010011110011011111011010011111110111110001000111100011111000110100010011001100001101000110111011101110110111101100100010111001110111000011100110100001101111010010011101000101011001010000101110011001100101110100000011011000000110000010000000100011000101000100100110011110101000111111101111010111000000000001011011111100011010011111001101100001001000000011111001010111011110010101010001100111111011110100100101110110101111110101011100111010001111110100110101010101110011000001001010111100001011010000001101000001111010111011010111011110101000101101011100001	73032
RgRcR	FRkRaR	vRyRbRCR5	0101001101011100100110110100100000101001111111010010100011111010001101001010101010111001010011101110110001000010000111011010111010001010110110010110001000010100010110000100011110001111001011101001111111100010011011110000101111000100000000101001101011101011101110001100001000001010111000100101001011001101110100100001000111111101100001010010100110001011000011010101011111011001000100010011000001011101101110111100000000110110000010101101010001000001110000010110011001011011000100000010010111101100101000011111001011110111010000100101010011010001001001101010001111101110011101100111111000001011111110001001100100001010100010011101011101100001110011001010000110101101111111110101000100101010100110111111100100100100000000010100101000011110000011010101010110001010100101011111011111001110001101101001010101001111010100001100110010010011111000001000101011111011110110110010010101101000000100010011010100000010101101110101110111001001001001001001101100100001100101011111110100101100001101111001000000100110000100111110000100010010	11620
RYRn	RiRXRjRD	RtRORPR3R	0011111000110010110111000001100100011001001011001100010100100110011010001011101101001011111111011111111010001100111110100011100001010111100110110001011111011101001001000100011000001011111110000001001011100110111100010101001001100010110001000110010101001000000001000111110001010000011011000010110001110011111001011110100100111010101001011010001000010010010110011011010110110100000110010001000000011011111100110110011001000101111000111001111100000011000100100100000110000101001001100110010110011110110000000101100111100010100110111011111001010110110001100010010111000110101111000001001000001101110001111010111011101001000011000110110010011100001101011111101111010001010111100101001011000110000011111001000010111010000000011100110010111010100001111000010100011101111111011101001011000101011100000111101111011101011100010000100101101101001001100010100011011011110101010111100010000010000100100001001011011111001010011001010010110001101111100101101011010001100011001001010111000111110100101110010000011100110101111111001000010001	84237
0RBRURuR	ZRLR4R	WRoR2R1RzR	1000000110110110100100000011111101010101001100010011100011001100110110000001000111100111111000001111111111111110000010111100100111010110000110100010101011010101101101111111100111001000001010100110000000001101010100010100000000001110101000001001011110000011110011111110001011001100100110100000010110110000100011111110110101011100110101111100000100101010000100100011001011110111011011001111000101011100101000010111000110011001000101111011011010000000001111101110001110110111011010110010001110111010010011011011011001110100000010011110110110010001101001100001011101110010011001010001011011011101000000110110101000110100111110111011100000010001111010110100111101100100101100000001010111011110001011010010110100010101010000000101010000011000101100100001010010001100100111101111101001110011110011110011101000000100011010010111100110001010011011111110011011010110010010011011111111011111110111001000001000110001001011000111001010011111110011001011011011110100001011001110101001001101101000110111110000010111111011110000101000000110	73469
NR7Rw	RdGGV	GSGQGlGxGg	1010100100100001111101011000100011100110000011101101110001110011101100101111011010001000101100000001010010011111010110110111000001001110101100101011011001000011100110111000111010110101111100010110010100011010100110111100000000010010000001010111111001001110101101010011011100110001101100001110101000110011000000110010111001010100010011111111000000100011000010100000101001101000000110111011001011101000000011011111111011010001101101011111100011000100011110000001000111111000010101000011001000111011001000100011101010110111010110010110000010011000011011101101000111111111110100000101011111100111000010100011101110100111111110010111001011011110010110011011110111100110001011100100010111011110110010011110111101011001110111110010010011111101111000000100000000010001001110111110111101101101000100000101011110001111010011000011000110010011010101001100101000100011101010101001001100001001101111101101100000101011000100101000111110111000111111100000110111100010001111101000110110010111001111100010100011000111001011110001011010101110	34633
GcGFGkG	aGvGy	GbGCG5GYG	1010011100100010001110001110111010100000001100000010000010011001110010110100011101101010011101111000101001100010001111111000101010010010000111100111100001100001000111000101101011110010011010101111100111100010001100000010010010010010101111010001101000101001011100001100011010111110100011001000101111010010011000100000100010111100101111100000001111001101010100000100011011110011000111011010111110101100111011100100001001000100001111010011111010111010100101101011110110010010000000110001101101011110010101001000111000100011101110011111011101111001010001101110010001001100110001111000001110111000101110010010010111011000100111111010110101000111111000000010101111111100100101000010100001101011000001100010100000001011000100001100111111110111100010011101000101110100001111000001100010100010110000110001101011011101010101100001110101100010010010101110101111001101001010110000000110001111011000000011000001001000010000010010011110101001101011101001000100010101001111100110000011111111111011000011101001110101000111100001100011110111	37051
nGiGX	GjGDG	tGOGPG3G0	0000011110001000001010100000101010110011011110011010010010001101110001100010001100001011000100010110111111101011100101011011011000010010110000011100011000101011000001010000011000100100001110000101111100011000101001000110110011100101000010000000011101010101011001100010111111110000001000001001100000101010101100011100011010110000010000001000001001111110111101000000111110001111110011000001100100000110110100101011110000110011110001110111101010111111101110110011111011110001010100001101010110100111010000100001101110111111100100110011101000100001101111110101011001010101001101111000110110010001010111100101110010110011001111100011000010110101001010110111110010111001101000110010110101011100011001101101001111011100110000101101100001101010000110110100111111110111010010111001000110010000111111001100000101110101101011010111010111010010011100111001110111111101010110110101101000111111111110110101010011011011001010010100101110101110000110101011001101010110000110111001100111001100001100011100001000100101011001100010000011110111	187
GBGU	GuGZGL	G4GWGoG2G	0001111000001001011100100010101000101010000100001001011110000101111100100110010101000001101001101000010101111011101001111000100111011111111100010100000100000100001000001000001001111001101100010010100011000000000010010000111111011000000110100000101001011011001010000011100110101110101000111001100100111101100100101111110111100011101110111100011000000110100100111011110100000000101000110100010111011000000010110000111011110010000110000100101001000001011001110100000001111010101010111110011100101101001110101100100001000001111101001100011010101000111010001101110000001010111001111110010101010001000001000000111010111010111111110001011001110001101011000110011111010110001011000011011001111001010011100011011110010101011110101000011010000011111110001111101010110001111011111101101011001001000001110001000111001000001011110001110111101011100000111011010111000000010010010010110001010100000110110101000100010000100101011100110100000001101110001100111001111111000111011100101101001111101000101000011000001011001111011001010001010111	34076
1GzGNG	7GwGdVV	SVQVlVxVg	0100111001101111111001010110001111011010110011111001010101000010100001110010011101100100101001110000001000100110000001001111110101110001101000000100111111110110011000111000100010110001010001000010100011110000111010011111100100111001111101111011010010111101101101110101001111100011100100100001111001010001011101011100110010100011010110100100011000101010100011011101100000110110011010000100001101000001110101001000000000100111101111110011011111001001011110011000011010110111000011101001001110100100100010100010111111111100101110100100110111001100010010101001010011110011111001100100010100110000010001001101101011010011111111100110000001001011000010110100100011100111010001010111011101000001100000110010011111011101011100111111111111011000011000010011001111100100110110100010000101100000000111110100100000110101101101100000111101010010111000001001010111011110110101101011100011011011111011110100011110101001001011001100110101110011001010000001000100110110100001100011001011010110001101010101010001111000101010010101111000010110	60081
VcVFV	kVaVvVy	VbVCV5VY	1010010011110010100001100010110001001101000101011010100011100011010000100000101101110111100001010010111000100001001100100100111000100100110000001011011100100011110101100000101001101100110011011101001011111111111111001101110011001101000110110011001011111011101001100001010000101011111110011111101001110110011001100010101010011101110111100000110011110010101110010111101001000101000111010010101001110100100100110111001010000111010010001100000001111101100001001001010001011001000111010001011110011111001000110001101001101000000001101111101011001000111100001100011110011110101010000001000000101100100010001001010011110001100001010101100111111001010011000110000110110000000001101000100110001000110001100100110010110011111111011000110101100001110000100100111111010001110001100011110000101101001110011000110101001100000100011001101110111111010000110001010010111101110000101111101100001101101011001011010100011110001000000000000111001011010001000111001101110000100011000100110101111011101001100011010111110001010000011111111001100110	62912
